ub,lb,time,src
1.836359747228758e6, 1.7616802600000005e6, 1.152914047241211, 0.0
1.836359747228758e6, 1.7616802600000007e6, 1.6051390171051025, 0.0
1.836359747228758e6, 1.761680260000016e6, 2.687274932861328, 0.0
1.836359747228758e6, 1.7616802600006075e6, 5.188507080078125, 0.0
1.7892462484126445e6, 1.7616802600006075e6, 23.994271993637085, 0.0
1.7882465091218662e6, 1.7616802600006075e6, 65.68668794631958, 0.0
1.7804613542634882e6, 1.7616802600006075e6, 199.15843296051025, 0.0
1.773755171754936e6, 1.7616802600006075e6, 300.12119698524475, 0.0
1.7709141761574815e6, 1.7616802600006075e6, 321.8512809276581, 0.0
1.7695114036404751e6, 1.7616802600006075e6, 376.4910340309143, 0.0
1.7667609484065184e6, 1.7616802600006075e6, 687.068608045578, 0.0
1.766017189320398e6, 1.7616802600006075e6, 766.2408990859985, 0.0
1.7648570238675568e6, 1.7616802600006075e6, 766.2424809932709, 0.0
1.7648570238675568e6, 1.7616802600006075e6, 900.0, 0.0
