ub,lb,time,src
212740.19468551636, 209558.14355907156, 0.13325285911560059, 0.0
211702.97682341991, 209619.37625488473, 0.19149494171142578, 0.0
211702.97682341991, 209619.3762548849, 0.22546982765197754, 0.0
211702.97682341991, 209619.37727133784, 0.3283069133758545, 0.0
211702.97682341991, 209619.3772799973, 0.36665892601013184, 0.0
211702.97682341991, 209619.3773004659, 0.3872828483581543, 0.0
211702.97682341991, 209619.37730046592, 0.3961930274963379, 0.0
211702.97682341991, 209619.38354717192, 0.5413320064544678, 0.0
211702.97682341991, 209619.3846683064, 0.5501089096069336, 0.0
211702.97682341991, 209621.1224976513, 0.5502598285675049, 0.0
211702.97682341991, 209621.13009949107, 0.5587408542633057, 0.0
211702.97682341991, 209621.13870019084, 0.5686519145965576, 0.0
211702.97682341991, 209621.2442662688, 0.5812609195709229, 0.0
211702.97682341991, 209621.25734383773, 0.606827974319458, 0.0
211702.97682341991, 209624.37204566214, 0.6185998916625977, 0.0
211656.34599166556, 209624.37204566214, 0.7118148803710938, 0.0
211537.77989961152, 209624.37204566214, 0.9688668251037598, 0.0
211506.04320870648, 209624.37204566214, 1.4382200241088867, 0.0
211157.7487155569, 209624.37204566214, 1.6677489280700684, 0.0
211106.65788868407, 209624.37204566214, 2.30281400680542, 0.0
210781.63268272261, 209624.37204566214, 2.3035898208618164, 0.0
210745.92354930044, 209624.37204566214, 2.3042209148406982, 0.0
210639.90378001824, 209624.37204566214, 2.6317758560180664, 0.0
210152.9405746015, 209624.37204566214, 2.6325299739837646, 0.0
210152.9405746015, 209626.13686595976, 3.2089970111846924, 0.0
210152.9405746015, 209626.13686595982, 3.7194149494171143, 0.0
210138.75020612517, 209626.13686595982, 4.726251840591431, 0.0
210037.33745612123, 209626.13686595982, 7.678843021392822, 0.0
209998.59542865658, 209626.13686595982, 8.142691850662231, 0.0
209919.74137120452, 209626.13686595982, 8.143317937850952, 0.0
209865.2476770308, 209626.13686595982, 10.749465942382812, 0.0
209835.57464789596, 209626.13686595982, 19.76998281478882, 0.0
209766.93978217352, 209626.13686595982, 19.77478790283203, 0.0
209760.66911119525, 209626.13686595982, 20.88845181465149, 0.0
209748.41538359833, 209626.13686595982, 20.890174865722656, 0.0
209744.88456669435, 209626.13686595982, 20.891506910324097, 0.0
209736.11413825848, 209626.13686595982, 20.89277982711792, 0.0
209736.11413825848, 209626.13686596, 25.830644845962524, 0.0
209734.7610538792, 209626.13686596, 29.16749095916748, 0.0
209734.32977903157, 209626.13686596, 29.17264699935913, 0.0
209733.49398242918, 209626.13686596, 29.17400288581848, 0.0
209714.53952721023, 209626.13686596, 29.17554497718811, 0.0
209713.29872993546, 209626.13686596, 30.235002994537354, 0.0
209712.34610819886, 209626.13686596, 33.456981897354126, 0.0
209710.7079854898, 209626.13686596, 35.91114592552185, 0.0
209704.77723950706, 209626.13686596, 35.912237882614136, 0.0
209704.7757782897, 209626.13686596, 52.138439893722534, 0.0
209700.4657265849, 209626.13686596, 56.40608882904053, 0.0
209700.46569920605, 209626.13686596, 58.54819297790527, 0.0
209696.4081091553, 209626.13686596, 65.17570996284485, 0.0
209694.52811179828, 209626.13686596, 65.73973083496094, 0.0
209694.08750726026, 209626.13686596, 71.37306499481201, 0.0
209694.06048443727, 209626.13686596, 72.5176329612732, 0.0
209686.30644969182, 209626.13686596, 72.5219099521637, 0.0
209686.30642273964, 209626.13686596, 76.64510488510132, 0.0
209686.2030495865, 209626.13686596, 76.64624190330505, 0.0
209684.74382037908, 209626.13686596, 88.72782397270203, 0.0
