1.0e100, 1.0977836410709266e6, 1.190816879272461, 0.0
1.0e100, 1.1002386846334292e6, 1.309499740600586, 0.0
1.0e100, 1.1002467212877674e6, 1.33343505859375, 0.0
1.0e100, 1.101003084175587e6, 1.9198684692382812, 0.0
1.0e100, 1.1010030841755872e6, 2.0584964752197266, 0.0
1.0e100, 1.1010030841755886e6, 2.808490753173828, 0.0
1.0e100, 1.101003084175589e6, 3.6532344818115234, 0.0
1.0e100, 1.1010030841757013e6, 3.7978477478027344, 0.0
1.1249808056463667e6, 1.1010030841757013e6, 4.4670562744140625, 1.0
1.1249808056463664e6, 1.1010030841757013e6, 4.703422546386719, 0.0
1.1228702530049167e6, 1.1010030841757013e6, 14.561065673828125, 1.0
1.1228887747787589e6, 1.1010030841757013e6, 14.562067031860352, 1.0
1.1229546680590427e6, 1.1010030841757013e6, 14.562067031860352, 1.0
1.1228702530049167e6, 1.1010030841757013e6, 14.565057754516602, 0.0
1.124214634821074e6, 1.1010030841757013e6, 34.7869873046875, 1.0
1.1242983085061181e6, 1.1010030841757013e6, 34.7869873046875, 1.0
1.124415814283901e6, 1.1010030841757013e6, 34.7869873046875, 1.0
1.1228702530049167e6, 1.1010030841757013e6, 35.528005599975586, 0.0
1.119342739330131e6, 1.1010030841757013e6, 55.30512619018555, 1.0
1.1193428144557783e6, 1.1010030841757013e6, 55.30512619018555, 1.0
1.1193434221851612e6, 1.1010030841757013e6, 55.30612373352051, 1.0
1.119342739330131e6, 1.1010030841757013e6, 55.30911636352539, 0.0
1.1225720534235095e6, 1.1010030841757013e6, 76.88143539428711, 1.0
1.1225790417173014e6, 1.1010030841757013e6, 76.88143539428711, 1.0
1.1226288209106068e6, 1.1010030841757013e6, 76.8824348449707, 1.0
1.119342739330131e6, 1.1010030841757013e6, 76.88442802429199, 0.0
1.1223146320874698e6, 1.1010030841757013e6, 98.31911849975586, 1.0
1.1223147705432607e6, 1.1010030841757013e6, 98.31911849975586, 1.0
1.1223203327853694e6, 1.1010030841757013e6, 98.31911849975586, 1.0
1.119342739330131e6, 1.1010030841757013e6, 98.32111167907715, 0.0
1.1135914278927676e6, 1.1010030841757013e6, 119.87149238586426, 1.0
1.1135921844018688e6, 1.1010030841757013e6, 119.87149238586426, 1.0
1.1135923221493938e6, 1.1010030841757013e6, 119.87149238586426, 1.0
1.1135914278927676e6, 1.1010030841757013e6, 119.87548065185547, 0.0
