ub,lb,time,src
1.1217086931297677e6, 1.0978403347330322e6, 0.3352200984954834, 0.0
1.1141874102394867e6, 1.1010030841763061e6, 0.4222218990325928, 0.0
1.1121846346678645e6, 1.1010030841763061e6, 1.1589241027832031, 0.0
1.1104282904454388e6, 1.1010030841763061e6, 1.626539945602417, 0.0
1.1101928867940998e6, 1.1010030841763061e6, 1.627614974975586, 0.0
1.1082462674246142e6, 1.1010030841763061e6, 1.7766330242156982, 0.0
1.1074999426250146e6, 1.1010030841763061e6, 2.1980230808258057, 0.0
1.1064236836122875e6, 1.1010030841763061e6, 4.280894994735718, 0.0
1.1061383829650711e6, 1.1010030841763061e6, 6.548137903213501, 0.0
1.1049201169069898e6, 1.1010030841763061e6, 6.89083194732666, 0.0
1.1047692049468467e6, 1.1010030841763061e6, 13.231786966323853, 0.0
1.104768716676738e6, 1.1010030841763061e6, 15.03722095489502, 0.0
1.104768716676738e6, 1.1010030841764407e6, 18.690144062042236, 0.0
1.104768716676738e6, 1.1010030841765779e6, 19.463637113571167, 0.0
1.104768716676738e6, 1.101003084176779e6, 19.463922023773193, 0.0
1.104768716676738e6, 1.1010030841768784e6, 19.464706897735596, 0.0
1.1047661174370376e6, 1.1010030841768784e6, 24.597060918807983, 0.0
1.1047661174370376e6, 1.1010030841795763e6, 32.61197090148926, 0.0
1.1047661174370376e6, 1.1010034419658023e6, 36.80248689651489, 0.0
1.1047661174370376e6, 1.1010035908627135e6, 36.80266308784485, 0.0
1.1047661174370376e6, 1.1010036350800917e6, 36.802834033966064, 0.0
1.1047661174370376e6, 1.1010037673235468e6, 36.80298399925232, 0.0
1.1047661174370376e6, 1.1010039876030856e6, 36.80315804481506, 0.0
1.1047661174370376e6, 1.1010042719269202e6, 36.97207689285278, 0.0
1.1047661174370376e6, 1.101004486951607e6, 37.15476107597351, 0.0
1.1047661174370376e6, 1.1010045548264168e6, 37.154995918273926, 0.0
1.1047661174370376e6, 1.1010048039386605e6, 37.155160903930664, 0.0
1.1047661174370376e6, 1.101005046970158e6, 37.15529203414917, 0.0
1.1047661174370376e6, 1.101005048663086e6, 37.15546703338623, 0.0
1.1047661174370376e6, 1.101005213406718e6, 37.15559196472168, 0.0
1.1047661174370376e6, 1.101005273826588e6, 37.15577697753906, 0.0
1.1047661174370376e6, 1.1010053162360482e6, 37.15597105026245, 0.0
1.1047661174370376e6, 1.1010058726692966e6, 37.357383012771606, 0.0
1.1047661174370376e6, 1.1010064889880868e6, 37.357765913009644, 0.0
