ub,lb,time,src
1.1216637423017912e6, 1.0978403347330973e6, 0.370952844619751, 0.0
1.1216637423017912e6, 1.097840334733238e6, 0.43659090995788574, 0.0
1.1216637423017912e6, 1.1010030841756351e6, 0.44673800468444824, 0.0
1.1216637423017912e6, 1.1010030841760542e6, 0.46822500228881836, 0.0
1.1216637423017912e6, 1.1010030841831751e6, 0.6675169467926025, 0.0
1.1193138734582583e6, 1.1010030841831751e6, 3.295555830001831, 0.0
1.1185523336997728e6, 1.1010030841831751e6, 3.297271966934204, 0.0
1.117368770190318e6, 1.1010030841831751e6, 4.092067003250122, 0.0
1.116455485536395e6, 1.1010030841831751e6, 4.093053817749023, 0.0
1.1150129997021821e6, 1.1010030841831751e6, 4.09398889541626, 0.0
1.1146052024769897e6, 1.1010030841831751e6, 4.09469199180603, 0.0
1.1141678836961435e6, 1.1010030841831751e6, 4.610091924667358, 0.0
1.1124172702163844e6, 1.1010030841831751e6, 4.611907005310059, 0.0
1.1120628642907438e6, 1.1010030841831751e6, 10.78178095817566, 0.0
1.1082540776957073e6, 1.1010030841831751e6, 35.750645875930786, 0.0
1.106970068095428e6, 1.1010030841831751e6, 35.75169897079468, 0.0
1.1069593025207836e6, 1.1010030841831751e6, 38.94832897186279, 0.0
