time,gen,forecast_day_ahead
2019-04-26T18:00:00.0,59,114
2019-04-26T19:00:00.0,62,101
2019-04-26T20:00:00.0,167,101
2019-04-26T21:00:00.0,101,110
2019-04-26T22:00:00.0,84,122
2019-04-26T23:00:00.0,70,147
2019-04-27T00:00:00.0,151,195
2019-04-27T01:00:00.0,216,361
2019-04-27T02:00:00.0,163,291
2019-04-27T03:00:00.0,133,242
2019-04-27T04:00:00.0,182,326
2019-04-27T05:00:00.0,178,389
2019-04-27T06:00:00.0,96,248
2019-04-27T07:00:00.0,183,359
2019-04-27T08:00:00.0,215,386
2019-04-27T09:00:00.0,171,445
2019-04-27T10:00:00.0,98,405
2019-04-27T11:00:00.0,60,350
2019-04-27T12:00:00.0,63,312
2019-04-27T13:00:00.0,63,289
2019-04-27T14:00:00.0,54,261
2019-04-27T15:00:00.0,38,235
2019-04-27T16:00:00.0,18,220
2019-04-27T17:00:00.0,11,206
2019-04-27T18:00:00.0,4,190
2019-04-27T19:00:00.0,0,181
2019-04-27T20:00:00.0,0,180
2019-04-27T21:00:00.0,0,180
2019-04-27T22:00:00.0,0,178
2019-04-27T23:00:00.0,0,171
2019-04-28T00:00:00.0,0,6
2019-04-28T01:00:00.0,0,4
2019-04-28T02:00:00.0,0,1
2019-04-28T03:00:00.0,0,0
2019-04-28T04:00:00.0,1,14
2019-04-28T05:00:00.0,6,41
2019-04-28T06:00:00.0,5,38
2019-04-28T07:00:00.0,26,105
2019-04-28T08:00:00.0,33,187
2019-04-28T09:00:00.0,21,209
2019-04-28T10:00:00.0,42,236
2019-04-28T11:00:00.0,58,257
2019-04-28T12:00:00.0,99,266
2019-04-28T13:00:00.0,106,265
2019-04-28T14:00:00.0,99,262
2019-04-28T15:00:00.0,95,257
2019-04-28T16:00:00.0,94,256
2019-04-28T17:00:00.0,67,259
2019-04-28T18:00:00.0,61,253
2019-04-28T19:00:00.0,46,236
2019-04-28T20:00:00.0,38,216
2019-04-28T21:00:00.0,25,195
2019-04-28T22:00:00.0,13,181
2019-04-28T23:00:00.0,7,183
2019-04-29T00:00:00.0,5,55
2019-04-29T01:00:00.0,4,44
2019-04-29T02:00:00.0,9,64
2019-04-29T03:00:00.0,35,145
2019-04-29T04:00:00.0,101,276
2019-04-29T05:00:00.0,64,214
2019-04-29T06:00:00.0,32,121
2019-04-29T07:00:00.0,24,103
2019-04-29T08:00:00.0,21,96
2019-04-29T09:00:00.0,34,120
2019-04-29T10:00:00.0,34,115
2019-04-29T11:00:00.0,46,120
2019-04-29T12:00:00.0,54,133
2019-04-29T13:00:00.0,81,155
2019-04-29T14:00:00.0,132,196
2019-04-29T15:00:00.0,180,259
2019-04-29T16:00:00.0,209,345
2019-04-29T17:00:00.0,260,412
2019-04-29T18:00:00.0,268,453
2019-04-29T19:00:00.0,252,459
2019-04-29T20:00:00.0,239,419
2019-04-29T21:00:00.0,241,359
2019-04-29T22:00:00.0,207,304
2019-04-29T23:00:00.0,146,253
2019-04-30T00:00:00.0,115,208
2019-04-30T01:00:00.0,153,241
2019-04-30T02:00:00.0,117,201
2019-04-30T03:00:00.0,66,108
2019-04-30T04:00:00.0,51,88
2019-04-30T05:00:00.0,42,73
2019-04-30T06:00:00.0,37,58
2019-04-30T07:00:00.0,38,59
2019-04-30T08:00:00.0,40,100
2019-04-30T09:00:00.0,117,145
2019-04-30T10:00:00.0,253,164
2019-04-30T11:00:00.0,336,187
2019-04-30T12:00:00.0,318,197
2019-04-30T13:00:00.0,258,199
2019-04-30T14:00:00.0,232,208
2019-04-30T15:00:00.0,241,232
2019-04-30T16:00:00.0,224,271
2019-04-30T17:00:00.0,246,308
2019-04-30T18:00:00.0,251,343
2019-04-30T19:00:00.0,284,370
2019-04-30T20:00:00.0,440,385
2019-04-30T21:00:00.0,442,388
2019-04-30T22:00:00.0,438,395
2019-04-30T23:00:00.0,518,408
2019-05-01T00:00:00.0,522,505
2019-05-01T01:00:00.0,537,503
2019-05-01T02:00:00.0,652,608
2019-05-01T03:00:00.0,771,735
2019-05-01T04:00:00.0,859,808
2019-05-01T05:00:00.0,928,874
2019-05-01T06:00:00.0,937,893
2019-05-01T07:00:00.0,894,849
2019-05-01T08:00:00.0,855,825
2019-05-01T09:00:00.0,853,868
2019-05-01T10:00:00.0,915,930
2019-05-01T11:00:00.0,931,940
