time,gen,forecast_day_ahead
2019-05-16T04:00:00.0,508,482
2019-05-16T05:00:00.0,541,528
2019-05-16T06:00:00.0,508,521
2019-05-16T07:00:00.0,382,440
2019-05-16T08:00:00.0,536,530
2019-05-16T09:00:00.0,899,738
2019-05-16T10:00:00.0,1135,963
2019-05-16T11:00:00.0,1254,1108
2019-05-16T12:00:00.0,1289,1181
2019-05-16T13:00:00.0,1371,1233
2019-05-16T14:00:00.0,1467,1287
2019-05-16T15:00:00.0,1520,1325
2019-05-16T16:00:00.0,1578,1336
2019-05-16T17:00:00.0,1616,1313
2019-05-16T18:00:00.0,1562,1240
2019-05-16T19:00:00.0,1095,1185
2019-05-16T20:00:00.0,872,1130
2019-05-16T21:00:00.0,911,1216
2019-05-16T22:00:00.0,1075,1338
2019-05-16T23:00:00.0,1194,1461
2019-05-17T00:00:00.0,1212,1205
2019-05-17T01:00:00.0,1178,1188
2019-05-17T02:00:00.0,1202,1238
2019-05-17T03:00:00.0,1233,1258
2019-05-17T04:00:00.0,1276,1245
2019-05-17T05:00:00.0,1375,1354
2019-05-17T06:00:00.0,1475,1457
2019-05-17T07:00:00.0,1433,1422
2019-05-17T08:00:00.0,1372,1386
2019-05-17T09:00:00.0,1503,1624
2019-05-17T10:00:00.0,1522,1678
2019-05-17T11:00:00.0,1564,1655
2019-05-17T12:00:00.0,1454,1607
2019-05-17T13:00:00.0,1388,1557
2019-05-17T14:00:00.0,1369,1517
2019-05-17T15:00:00.0,1360,1482
2019-05-17T16:00:00.0,1553,1441
2019-05-17T17:00:00.0,1673,1409
2019-05-17T18:00:00.0,1641,1401
2019-05-17T19:00:00.0,1579,1361
2019-05-17T20:00:00.0,1487,1304
2019-05-17T21:00:00.0,1291,1164
2019-05-17T22:00:00.0,1045,989
2019-05-17T23:00:00.0,792,861
2019-05-18T00:00:00.0,593,600
2019-05-18T01:00:00.0,432,459
2019-05-18T02:00:00.0,305,358
2019-05-18T03:00:00.0,235,271
2019-05-18T04:00:00.0,199,223
2019-05-18T05:00:00.0,190,245
2019-05-18T06:00:00.0,203,224
2019-05-18T07:00:00.0,285,226
2019-05-18T08:00:00.0,306,277
2019-05-18T09:00:00.0,340,319
2019-05-18T10:00:00.0,353,349
2019-05-18T11:00:00.0,396,377
2019-05-18T12:00:00.0,511,417
2019-05-18T13:00:00.0,555,471
2019-05-18T14:00:00.0,564,531
2019-05-18T15:00:00.0,673,593
2019-05-18T16:00:00.0,722,638
2019-05-18T17:00:00.0,697,649
2019-05-18T18:00:00.0,648,618
2019-05-18T19:00:00.0,524,572
2019-05-18T20:00:00.0,449,536
2019-05-18T21:00:00.0,437,521
2019-05-18T22:00:00.0,416,527
2019-05-18T23:00:00.0,486,536
2019-05-19T00:00:00.0,521,488
2019-05-19T01:00:00.0,469,464
2019-05-19T02:00:00.0,410,407
2019-05-19T03:00:00.0,338,359
2019-05-19T04:00:00.0,291,301
2019-05-19T05:00:00.0,256,270
2019-05-19T06:00:00.0,258,246
2019-05-19T07:00:00.0,245,237
2019-05-19T08:00:00.0,213,249
2019-05-19T09:00:00.0,228,274
2019-05-19T10:00:00.0,289,285
2019-05-19T11:00:00.0,364,305
2019-05-19T12:00:00.0,375,337
2019-05-19T13:00:00.0,411,371
2019-05-19T14:00:00.0,453,404
2019-05-19T15:00:00.0,432,436
2019-05-19T16:00:00.0,416,445
2019-05-19T17:00:00.0,370,429
2019-05-19T18:00:00.0,324,418
2019-05-19T19:00:00.0,312,400
2019-05-19T20:00:00.0,287,381
2019-05-19T21:00:00.0,347,417
2019-05-19T22:00:00.0,409,463
2019-05-19T23:00:00.0,415,474
2019-05-20T00:00:00.0,350,347
2019-05-20T01:00:00.0,304,296
2019-05-20T02:00:00.0,243,250
2019-05-20T03:00:00.0,232,218
2019-05-20T04:00:00.0,188,206
2019-05-20T05:00:00.0,132,175
2019-05-20T06:00:00.0,128,142
2019-05-20T07:00:00.0,98,113
2019-05-20T08:00:00.0,89,124
2019-05-20T09:00:00.0,120,167
2019-05-20T10:00:00.0,201,212
2019-05-20T11:00:00.0,299,251
2019-05-20T12:00:00.0,377,297
2019-05-20T13:00:00.0,361,326
2019-05-20T14:00:00.0,319,336
2019-05-20T15:00:00.0,331,341
2019-05-20T16:00:00.0,336,337
2019-05-20T17:00:00.0,354,347
2019-05-20T18:00:00.0,402,372
2019-05-20T19:00:00.0,438,394
2019-05-20T20:00:00.0,411,405
2019-05-20T21:00:00.0,369,386
2019-05-20T22:00:00.0,310,370
2019-05-20T23:00:00.0,288,369
2019-05-21T00:00:00.0,297,293
2019-05-21T01:00:00.0,284,295
2019-05-21T02:00:00.0,276,277
2019-05-21T03:00:00.0,322,301
2019-05-21T04:00:00.0,293,306
2019-05-21T05:00:00.0,280,276
2019-05-21T06:00:00.0,303,286
2019-05-21T07:00:00.0,330,300
2019-05-21T08:00:00.0,362,304
2019-05-21T09:00:00.0,381,324
2019-05-21T10:00:00.0,397,363
2019-05-21T11:00:00.0,359,403
2019-05-21T12:00:00.0,351,439
2019-05-21T13:00:00.0,352,473
2019-05-21T14:00:00.0,314,498
2019-05-21T15:00:00.0,271,513
2019-05-21T16:00:00.0,388,510
2019-05-21T17:00:00.0,520,513
2019-05-21T18:00:00.0,579,501
2019-05-21T19:00:00.0,487,519
2019-05-21T20:00:00.0,403,557
2019-05-21T21:00:00.0,385,555
2019-05-21T22:00:00.0,437,530
2019-05-21T23:00:00.0,575,514
2019-05-22T00:00:00.0,685,670
2019-05-22T01:00:00.0,801,774
2019-05-22T02:00:00.0,925,864
2019-05-22T03:00:00.0,972,974
2019-05-22T04:00:00.0,997,971
2019-05-22T05:00:00.0,1135,1069
2019-05-22T06:00:00.0,1265,1224
2019-05-22T07:00:00.0,1331,1291
2019-05-22T08:00:00.0,1294,1182
2019-05-22T09:00:00.0,1231,1331
2019-05-22T10:00:00.0,1428,1364
2019-05-22T11:00:00.0,1455,1410
2019-05-22T12:00:00.0,1492,1464
2019-05-22T13:00:00.0,1527,1520
2019-05-22T14:00:00.0,1632,1575
2019-05-22T15:00:00.0,1711,1614
2019-05-22T16:00:00.0,1692,1628
2019-05-22T17:00:00.0,1763,1594
2019-05-22T18:00:00.0,1689,1467
2019-05-22T19:00:00.0,1565,1253
2019-05-22T20:00:00.0,1182,1014
2019-05-22T21:00:00.0,735,771
2019-05-22T22:00:00.0,570,618
2019-05-22T23:00:00.0,577,578
2019-05-23T00:00:00.0,577,566
2019-05-23T01:00:00.0,624,589
2019-05-23T02:00:00.0,693,670
2019-05-23T03:00:00.0,709,731
2019-05-23T04:00:00.0,687,726
2019-05-23T05:00:00.0,603,654
2019-05-23T06:00:00.0,541,596
2019-05-23T07:00:00.0,490,486
2019-05-23T08:00:00.0,703,560
2019-05-23T09:00:00.0,977,762
2019-05-23T10:00:00.0,1226,977
2019-05-23T11:00:00.0,1392,1144
2019-05-23T12:00:00.0,1545,1283
2019-05-23T13:00:00.0,1577,1363
2019-05-23T14:00:00.0,1573,1375
2019-05-23T15:00:00.0,1484,1304
2019-05-23T16:00:00.0,1360,1191
2019-05-23T17:00:00.0,1217,1089
2019-05-23T18:00:00.0,1104,992
2019-05-23T19:00:00.0,944,896
2019-05-23T20:00:00.0,746,805
2019-05-23T21:00:00.0,692,749
2019-05-23T22:00:00.0,788,758
2019-05-23T23:00:00.0,810,813
2019-05-24T00:00:00.0,782,824
2019-05-24T01:00:00.0,895,900
2019-05-24T02:00:00.0,1092,1062
2019-05-24T03:00:00.0,1363,1316
2019-05-24T04:00:00.0,1522,1517
2019-05-24T05:00:00.0,1498,1528
2019-05-24T06:00:00.0,1466,1461
2019-05-24T07:00:00.0,1438,1402
2019-05-24T08:00:00.0,1558,1413
2019-05-24T09:00:00.0,1736,1487
2019-05-24T10:00:00.0,1898,1564
2019-05-24T11:00:00.0,1970,1613
2019-05-24T12:00:00.0,2057,1648
2019-05-24T13:00:00.0,2176,1691
2019-05-24T14:00:00.0,2168,1724
2019-05-24T15:00:00.0,2165,1702
2019-05-24T16:00:00.0,2106,1658
2019-05-24T17:00:00.0,1945,1598
2019-05-24T18:00:00.0,1437,1484
2019-05-24T19:00:00.0,1335,1365
2019-05-24T20:00:00.0,1291,1267
2019-05-24T21:00:00.0,1138,1160
2019-05-24T22:00:00.0,1022,1123
2019-05-24T23:00:00.0,1036,1134
2019-05-25T00:00:00.0,1065,1027
2019-05-25T01:00:00.0,1032,1029
2019-05-25T02:00:00.0,991,958
2019-05-25T03:00:00.0,977,939
2019-05-25T04:00:00.0,986,973
2019-05-25T05:00:00.0,875,904
2019-05-25T06:00:00.0,849,865
2019-05-25T07:00:00.0,924,924
2019-05-25T08:00:00.0,1082,1048
2019-05-25T09:00:00.0,1331,1215
2019-05-25T10:00:00.0,1469,1387
2019-05-25T11:00:00.0,1573,1544
2019-05-25T12:00:00.0,1717,1659
2019-05-25T13:00:00.0,1846,1749
2019-05-25T14:00:00.0,1947,1846
2019-05-25T15:00:00.0,1950,1913
2019-05-25T16:00:00.0,1998,1953
2019-05-25T17:00:00.0,1993,1982
2019-05-25T18:00:00.0,1952,1974
2019-05-25T19:00:00.0,1965,1898
2019-05-25T20:00:00.0,1889,1810
2019-05-25T21:00:00.0,1834,1719
2019-05-25T22:00:00.0,1754,1671
2019-05-25T23:00:00.0,1765,1711
2019-05-26T00:00:00.0,1742,1737
2019-05-26T01:00:00.0,1650,1630
2019-05-26T02:00:00.0,1615,1562
2019-05-26T03:00:00.0,1590,1592
2019-05-26T04:00:00.0,1524,1523
2019-05-26T05:00:00.0,1508,1470
2019-05-26T06:00:00.0,1323,1333
2019-05-26T07:00:00.0,1101,1112
2019-05-26T08:00:00.0,1030,1017
2019-05-26T09:00:00.0,1168,1026
2019-05-26T10:00:00.0,1293,1052
2019-05-26T11:00:00.0,1339,1067
2019-05-26T12:00:00.0,1335,1034
2019-05-26T13:00:00.0,1217,997
2019-05-26T14:00:00.0,961,916
2019-05-26T15:00:00.0,730,743
2019-05-26T16:00:00.0,439,562
2019-05-26T17:00:00.0,266,428
2019-05-26T18:00:00.0,197,333
2019-05-26T19:00:00.0,211,269
2019-05-26T20:00:00.0,215,222
2019-05-26T21:00:00.0,222,199
2019-05-26T22:00:00.0,309,194
2019-05-26T23:00:00.0,397,206
2019-05-27T00:00:00.0,522,448
2019-05-27T01:00:00.0,590,558
2019-05-27T02:00:00.0,592,591
2019-05-27T03:00:00.0,576,581
2019-05-27T04:00:00.0,529,538
2019-05-27T05:00:00.0,485,488
2019-05-27T06:00:00.0,465,440
2019-05-27T07:00:00.0,603,520
2019-05-27T08:00:00.0,792,625
2019-05-27T09:00:00.0,997,959
2019-05-27T10:00:00.0,1502,1195
2019-05-27T11:00:00.0,1723,1445
2019-05-27T12:00:00.0,1967,1680
2019-05-27T13:00:00.0,2130,1807
2019-05-27T14:00:00.0,2174,1885
2019-05-27T15:00:00.0,2204,1886
2019-05-27T16:00:00.0,2110,1910
2019-05-27T17:00:00.0,1893,1859
2019-05-27T18:00:00.0,1723,1758
2019-05-27T19:00:00.0,1468,1616
2019-05-27T20:00:00.0,1115,1474
2019-05-27T21:00:00.0,871,1308
2019-05-27T22:00:00.0,754,1134
2019-05-27T23:00:00.0,783,1095
2019-05-28T00:00:00.0,892,882
2019-05-28T01:00:00.0,983,983
2019-05-28T02:00:00.0,1006,1001
2019-05-28T03:00:00.0,999,999
2019-05-28T04:00:00.0,1e3,1010
2019-05-28T05:00:00.0,1007,1021
2019-05-28T06:00:00.0,995,974
2019-05-28T07:00:00.0,1197,1136
2019-05-28T08:00:00.0,1499,1361
2019-05-28T09:00:00.0,1577,1471
2019-05-28T10:00:00.0,1452,1532
2019-05-28T11:00:00.0,1657,1578
2019-05-28T12:00:00.0,1650,1620
2019-05-28T13:00:00.0,1632,1656
2019-05-28T14:00:00.0,1653,1752
2019-05-28T15:00:00.0,1769,1847
2019-05-28T16:00:00.0,1924,2014
2019-05-28T17:00:00.0,2084,2084
2019-05-28T18:00:00.0,2145,2066
2019-05-28T19:00:00.0,2089,1992
2019-05-28T20:00:00.0,1875,1794
2019-05-28T21:00:00.0,1610,1580
2019-05-28T22:00:00.0,1497,1421
2019-05-28T23:00:00.0,1381,1391
2019-05-29T00:00:00.0,1248,1241
2019-05-29T01:00:00.0,1160,1174
2019-05-29T02:00:00.0,1107,1125
2019-05-29T03:00:00.0,1017,1010
2019-05-29T04:00:00.0,924,924
2019-05-29T05:00:00.0,801,823
2019-05-29T06:00:00.0,697,716
2019-05-29T07:00:00.0,754,728
2019-05-29T08:00:00.0,962,946
2019-05-29T09:00:00.0,955,959
2019-05-29T10:00:00.0,884,894
2019-05-29T11:00:00.0,780,829
2019-05-29T12:00:00.0,681,764
2019-05-29T13:00:00.0,638,704
2019-05-29T14:00:00.0,607,698
2019-05-29T15:00:00.0,538,691
2019-05-29T16:00:00.0,511,705
2019-05-29T17:00:00.0,487,665
2019-05-29T18:00:00.0,437,575
2019-05-29T19:00:00.0,411,483
2019-05-29T20:00:00.0,320,401
2019-05-29T21:00:00.0,269,382
2019-05-29T22:00:00.0,443,468
2019-05-29T23:00:00.0,674,659
2019-05-30T00:00:00.0,904,920
2019-05-30T01:00:00.0,828,847
2019-05-30T02:00:00.0,1244,1224
2019-05-30T03:00:00.0,1318,1297
2019-05-30T04:00:00.0,1473,1483
2019-05-30T05:00:00.0,1508,1530
2019-05-30T06:00:00.0,1648,1684
2019-05-30T07:00:00.0,1782,1795
2019-05-30T08:00:00.0,2091,2163
2019-05-30T09:00:00.0,2232,2182
2019-05-30T10:00:00.0,2301,2139
2019-05-30T11:00:00.0,2242,2079
2019-05-30T12:00:00.0,2164,1993
2019-05-30T13:00:00.0,1899,1893
2019-05-30T14:00:00.0,2087,1838
2019-05-30T15:00:00.0,2118,1796
2019-05-30T16:00:00.0,1761,1834
2019-05-30T17:00:00.0,1678,1758
2019-05-30T18:00:00.0,1914,1624
2019-05-30T19:00:00.0,1767,1457
2019-05-30T20:00:00.0,1310,1249
2019-05-30T21:00:00.0,905,1044
2019-05-30T22:00:00.0,574,867
2019-05-30T23:00:00.0,398,778
2019-05-31T00:00:00.0,390,379
2019-05-31T01:00:00.0,293,297
2019-05-31T02:00:00.0,260,246
2019-05-31T03:00:00.0,265,255
2019-05-31T04:00:00.0,305,275
2019-05-31T05:00:00.0,344,317
2019-05-31T06:00:00.0,285,294
2019-05-31T07:00:00.0,219,220
2019-05-31T08:00:00.0,185,183
2019-05-31T09:00:00.0,149,141
2019-05-31T10:00:00.0,128,127
2019-05-31T11:00:00.0,154,143
2019-05-31T12:00:00.0,187,185
2019-05-31T13:00:00.0,220,228
2019-05-31T14:00:00.0,264,259
2019-05-31T15:00:00.0,305,271
2019-05-31T16:00:00.0,255,265
2019-05-31T17:00:00.0,227,243
2019-05-31T18:00:00.0,211,216
2019-05-31T19:00:00.0,163,190
2019-05-31T20:00:00.0,112,162
2019-05-31T21:00:00.0,128,158
2019-05-31T22:00:00.0,205,199
2019-05-31T23:00:00.0,358,303
2019-06-01T00:00:00.0,490,483
2019-06-01T01:00:00.0,597,629
2019-06-01T02:00:00.0,741,776
2019-06-01T03:00:00.0,773,849
2019-06-01T04:00:00.0,836,858
2019-06-01T05:00:00.0,932,936
2019-06-01T06:00:00.0,1188,1146
2019-06-01T07:00:00.0,1452,1390
2019-06-01T08:00:00.0,1712,1630
2019-06-01T09:00:00.0,1927,1810
2019-06-01T10:00:00.0,2159,1957
2019-06-01T11:00:00.0,2141,2075
2019-06-01T12:00:00.0,1894,2081
2019-06-01T13:00:00.0,2006,1981
2019-06-01T14:00:00.0,1967,1892
2019-06-01T15:00:00.0,1847,1812
2019-06-01T16:00:00.0,1741,1740
2019-06-01T17:00:00.0,1510,1614
2019-06-01T18:00:00.0,1373,1424
2019-06-01T19:00:00.0,1160,1240
2019-06-01T20:00:00.0,916,1003
2019-06-01T21:00:00.0,721,781
2019-06-01T22:00:00.0,690,622
2019-06-01T23:00:00.0,633,574
2019-06-02T00:00:00.0,598,588
2019-06-02T01:00:00.0,501,511
2019-06-02T02:00:00.0,360,385
2019-06-02T03:00:00.0,259,241
2019-06-02T04:00:00.0,157,153
2019-06-02T05:00:00.0,109,99
2019-06-02T06:00:00.0,74,72
2019-06-02T07:00:00.0,50,64
2019-06-02T08:00:00.0,60,97
2019-06-02T09:00:00.0,135,171
2019-06-02T10:00:00.0,233,273
2019-06-02T11:00:00.0,345,402
2019-06-02T12:00:00.0,486,556
2019-06-02T13:00:00.0,726,692
2019-06-02T14:00:00.0,845,795
2019-06-02T15:00:00.0,862,873
2019-06-02T16:00:00.0,874,949
2019-06-02T17:00:00.0,878,963
2019-06-02T18:00:00.0,850,944
2019-06-02T19:00:00.0,852,941
2019-06-02T20:00:00.0,853,955
2019-06-02T21:00:00.0,981,1050
2019-06-02T22:00:00.0,989,1159
2019-06-02T23:00:00.0,1310,1257
2019-06-03T00:00:00.0,1186,1299
2019-06-03T01:00:00.0,1214,1321
2019-06-03T02:00:00.0,1194,1345
2019-06-03T03:00:00.0,1098,1187
2019-06-03T04:00:00.0,893,967
2019-06-03T05:00:00.0,877,840
2019-06-03T06:00:00.0,635,789
2019-06-03T07:00:00.0,585,731
2019-06-03T08:00:00.0,537,755
2019-06-03T09:00:00.0,476,813
2019-06-03T10:00:00.0,404,836
2019-06-03T11:00:00.0,438,878
2019-06-03T12:00:00.0,528,844
2019-06-03T13:00:00.0,475,807
2019-06-03T14:00:00.0,378,773
2019-06-03T15:00:00.0,479,723
2019-06-03T16:00:00.0,634,667
2019-06-03T17:00:00.0,674,616
2019-06-03T18:00:00.0,607,561
2019-06-03T19:00:00.0,519,496
2019-06-03T20:00:00.0,450,411
2019-06-03T21:00:00.0,454,344
2019-06-03T22:00:00.0,360,312
2019-06-03T23:00:00.0,258,310
2019-06-04T00:00:00.0,225,215
2019-06-04T01:00:00.0,206,191
2019-06-04T02:00:00.0,188,178
2019-06-04T03:00:00.0,160,148
2019-06-04T04:00:00.0,123,121
2019-06-04T05:00:00.0,103,106
2019-06-04T06:00:00.0,102,82
2019-06-04T07:00:00.0,55,74
2019-06-04T08:00:00.0,40,94
2019-06-04T09:00:00.0,44,110
2019-06-04T10:00:00.0,41,127
2019-06-04T11:00:00.0,61,149
2019-06-04T12:00:00.0,74,152
2019-06-04T13:00:00.0,63,146
2019-06-04T14:00:00.0,63,145
2019-06-04T15:00:00.0,83,155
2019-06-04T16:00:00.0,120,188
2019-06-04T17:00:00.0,179,241
2019-06-04T18:00:00.0,339,320
2019-06-04T19:00:00.0,354,426
2019-06-04T20:00:00.0,421,550
2019-06-04T21:00:00.0,504,716
2019-06-04T22:00:00.0,617,930
2019-06-04T23:00:00.0,705,1189
2019-06-05T00:00:00.0,1049,932
2019-06-05T01:00:00.0,1139,966
2019-06-05T02:00:00.0,1412,1260
2019-06-05T03:00:00.0,1394,1312
2019-06-05T04:00:00.0,1226,1105
2019-06-05T05:00:00.0,1072,983
2019-06-05T06:00:00.0,1061,992
2019-06-05T07:00:00.0,988,882
2019-06-05T08:00:00.0,920,719
2019-06-05T09:00:00.0,906,705
2019-06-05T10:00:00.0,793,550
2019-06-05T11:00:00.0,601,443
2019-06-05T12:00:00.0,484,317
2019-06-05T13:00:00.0,293,201
2019-06-05T14:00:00.0,152,121
2019-06-05T15:00:00.0,53,59
2019-06-05T16:00:00.0,23,30
2019-06-05T17:00:00.0,32,40
2019-06-05T18:00:00.0,55,110
2019-06-05T19:00:00.0,107,199
2019-06-05T20:00:00.0,139,263
2019-06-05T21:00:00.0,227,339
2019-06-05T22:00:00.0,399,439
2019-06-05T23:00:00.0,548,566
2019-06-06T00:00:00.0,569,539
2019-06-06T01:00:00.0,731,646
2019-06-06T02:00:00.0,924,850
2019-06-06T03:00:00.0,827,756
2019-06-06T04:00:00.0,778,710
2019-06-06T05:00:00.0,739,676
2019-06-06T06:00:00.0,703,644
2019-06-06T07:00:00.0,671,626
2019-06-06T08:00:00.0,685,772
2019-06-06T09:00:00.0,707,955
2019-06-06T10:00:00.0,772,988
2019-06-06T11:00:00.0,844,1077
2019-06-06T12:00:00.0,1183,1212
2019-06-06T13:00:00.0,1184,1329
2019-06-06T14:00:00.0,1426,1387
2019-06-06T15:00:00.0,1154,1286
2019-06-06T16:00:00.0,845,1115
2019-06-06T17:00:00.0,565,1026
2019-06-06T18:00:00.0,536,1019
2019-06-06T19:00:00.0,774,1048
2019-06-06T20:00:00.0,812,1011
2019-06-06T21:00:00.0,775,856
2019-06-06T22:00:00.0,710,735
2019-06-06T23:00:00.0,562,681
2019-06-07T00:00:00.0,446,466
2019-06-07T01:00:00.0,408,402
2019-06-07T02:00:00.0,418,414
2019-06-07T03:00:00.0,367,374
2019-06-07T04:00:00.0,307,303
2019-06-07T05:00:00.0,240,242
2019-06-07T06:00:00.0,188,186
2019-06-07T07:00:00.0,152,147
2019-06-07T08:00:00.0,120,143
2019-06-07T09:00:00.0,118,142
2019-06-07T10:00:00.0,113,132
2019-06-07T11:00:00.0,108,120
2019-06-07T12:00:00.0,90,116
2019-06-07T13:00:00.0,94,110
2019-06-07T14:00:00.0,84,110
2019-06-07T15:00:00.0,89,122
2019-06-07T16:00:00.0,113,145
2019-06-07T17:00:00.0,173,181
2019-06-07T18:00:00.0,241,239
2019-06-07T19:00:00.0,329,309
2019-06-07T20:00:00.0,400,367
2019-06-07T21:00:00.0,291,448
2019-06-07T22:00:00.0,360,563
2019-06-07T23:00:00.0,467,714
2019-06-08T00:00:00.0,742,678
2019-06-08T01:00:00.0,936,915
2019-06-08T02:00:00.0,1053,1022
2019-06-08T03:00:00.0,1163,1119
2019-06-08T04:00:00.0,1222,1168
2019-06-08T05:00:00.0,977,999
2019-06-08T06:00:00.0,899,904
2019-06-08T07:00:00.0,877,884
2019-06-08T08:00:00.0,1226,1065
2019-06-08T09:00:00.0,1504,1330
2019-06-08T10:00:00.0,1573,1568
2019-06-08T11:00:00.0,1744,1797
2019-06-08T12:00:00.0,1979,2034
2019-06-08T13:00:00.0,2170,2188
2019-06-08T14:00:00.0,1969,2325
2019-06-08T15:00:00.0,1947,2365
2019-06-08T16:00:00.0,1913,2393
2019-06-08T17:00:00.0,2084,2352
2019-06-08T18:00:00.0,2320,2285
2019-06-08T19:00:00.0,2243,2207
2019-06-08T20:00:00.0,2219,2145
2019-06-08T21:00:00.0,2192,2052
2019-06-08T22:00:00.0,2270,2046
2019-06-08T23:00:00.0,2403,2175
2019-06-09T00:00:00.0,2029,1997
2019-06-09T01:00:00.0,2102,2057
2019-06-09T02:00:00.0,2018,1953
2019-06-09T03:00:00.0,1952,1887
2019-06-09T04:00:00.0,2045,2018
2019-06-09T05:00:00.0,1971,1953
2019-06-09T06:00:00.0,2131,2082
2019-06-09T07:00:00.0,2223,2185
2019-06-09T08:00:00.0,2292,2279
2019-06-09T09:00:00.0,2411,2290
2019-06-09T10:00:00.0,2459,2248
2019-06-09T11:00:00.0,2207,2219
2019-06-09T12:00:00.0,2154,2170
2019-06-09T13:00:00.0,2096,2030
2019-06-09T14:00:00.0,1891,1850
2019-06-09T15:00:00.0,1762,1605
2019-06-09T16:00:00.0,1545,1391
2019-06-09T17:00:00.0,1322,1140
2019-06-09T18:00:00.0,1036,857
2019-06-09T19:00:00.0,655,602
2019-06-09T20:00:00.0,372,399
2019-06-09T21:00:00.0,237,261
2019-06-09T22:00:00.0,180,204
2019-06-09T23:00:00.0,144,176
2019-06-10T00:00:00.0,97,114
2019-06-10T01:00:00.0,59,69
2019-06-10T02:00:00.0,49,46
2019-06-10T03:00:00.0,52,48
2019-06-10T04:00:00.0,56,56
2019-06-10T05:00:00.0,72,64
2019-06-10T06:00:00.0,82,79
2019-06-10T07:00:00.0,81,86
2019-06-10T08:00:00.0,74,114
2019-06-10T09:00:00.0,95,165
2019-06-10T10:00:00.0,131,233
2019-06-10T11:00:00.0,187,306
2019-06-10T12:00:00.0,248,396
2019-06-10T13:00:00.0,346,487
2019-06-10T14:00:00.0,451,575
2019-06-10T15:00:00.0,531,653
2019-06-10T16:00:00.0,525,739
2019-06-10T17:00:00.0,580,795
2019-06-10T18:00:00.0,664,808
2019-06-10T19:00:00.0,679,794
2019-06-10T20:00:00.0,664,760
2019-06-10T21:00:00.0,658,757
2019-06-10T22:00:00.0,787,839
2019-06-10T23:00:00.0,940,953
2019-06-11T00:00:00.0,932,961
2019-06-11T01:00:00.0,889,882
2019-06-11T02:00:00.0,1004,980
2019-06-11T03:00:00.0,1072,1081
2019-06-11T04:00:00.0,1037,1049
2019-06-11T05:00:00.0,1057,1065
2019-06-11T06:00:00.0,1029,1014
2019-06-11T07:00:00.0,860,855
2019-06-11T08:00:00.0,823,841
2019-06-11T09:00:00.0,906,1186
2019-06-11T10:00:00.0,1194,1285
2019-06-11T11:00:00.0,1348,1347
2019-06-11T12:00:00.0,1418,1347
2019-06-11T13:00:00.0,1293,1334
2019-06-11T14:00:00.0,1108,1376
2019-06-11T15:00:00.0,1036,1331
2019-06-11T16:00:00.0,966,1240
2019-06-11T17:00:00.0,808,1130
2019-06-11T18:00:00.0,674,1045
2019-06-11T19:00:00.0,617,955
2019-06-11T20:00:00.0,544,862
2019-06-11T21:00:00.0,455,761
2019-06-11T22:00:00.0,404,700
2019-06-11T23:00:00.0,315,700
2019-06-12T00:00:00.0,311,306
2019-06-12T01:00:00.0,338,317
2019-06-12T02:00:00.0,304,307
2019-06-12T03:00:00.0,351,348
2019-06-12T04:00:00.0,318,324
2019-06-12T05:00:00.0,406,391
2019-06-12T06:00:00.0,444,410
2019-06-12T07:00:00.0,525,499
2019-06-12T08:00:00.0,509,658
2019-06-12T09:00:00.0,528,909
2019-06-12T10:00:00.0,552,980
2019-06-12T11:00:00.0,505,1094
2019-06-12T12:00:00.0,630,1239
2019-06-12T13:00:00.0,865,1373
2019-06-12T14:00:00.0,973,1457
2019-06-12T15:00:00.0,838,1469
2019-06-12T16:00:00.0,847,1467
2019-06-12T17:00:00.0,814,1443
2019-06-12T18:00:00.0,683,1427
2019-06-12T19:00:00.0,549,1416
2019-06-12T20:00:00.0,564,1381
2019-06-12T21:00:00.0,523,1259
2019-06-12T22:00:00.0,587,1222
2019-06-12T23:00:00.0,490,1233
2019-06-13T00:00:00.0,641,704
2019-06-13T01:00:00.0,709,706
2019-06-13T02:00:00.0,914,904
2019-06-13T03:00:00.0,902,879
2019-06-13T04:00:00.0,814,816
2019-06-13T05:00:00.0,804,832
2019-06-13T06:00:00.0,641,633
2019-06-13T07:00:00.0,567,558
2019-06-13T08:00:00.0,806,863
2019-06-13T09:00:00.0,701,832
2019-06-13T10:00:00.0,777,797
2019-06-13T11:00:00.0,823,812
2019-06-13T12:00:00.0,999,907
2019-06-13T13:00:00.0,1251,1049
2019-06-13T14:00:00.0,1437,1175
2019-06-13T15:00:00.0,1502,1206
2019-06-13T16:00:00.0,1378,1142
2019-06-13T17:00:00.0,1323,941
2019-06-13T18:00:00.0,882,650
2019-06-13T19:00:00.0,331,407
2019-06-13T20:00:00.0,59,260
2019-06-13T21:00:00.0,0,232
2019-06-13T22:00:00.0,124,280
2019-06-13T23:00:00.0,405,354
2019-06-14T00:00:00.0,634,651
2019-06-14T01:00:00.0,742,742
2019-06-14T02:00:00.0,608,602
2019-06-14T03:00:00.0,590,575
2019-06-14T04:00:00.0,528,527
2019-06-14T05:00:00.0,491,494
2019-06-14T06:00:00.0,343,330
2019-06-14T07:00:00.0,293,304
2019-06-14T08:00:00.0,380,391
2019-06-14T09:00:00.0,519,522
2019-06-14T10:00:00.0,528,575
2019-06-14T11:00:00.0,465,599
2019-06-14T12:00:00.0,461,608
2019-06-14T13:00:00.0,492,581
2019-06-14T14:00:00.0,327,515
2019-06-14T15:00:00.0,197,414
